age,job,marital,education,default,housing,loan,contact,month,day_of_week,y
46,blue-collar,married,unknown,no,no,no,cellular,apr,fri,no
50,management,married,university.degree,no,yes,no,telephone,apr,fri,no
19,student,single,unknown,no,no,no,cellular,apr,fri,no
39,services,married,high.school,no,yes,no,telephone,apr,fri,no
38,blue-collar,married,basic.9y,no,no,no,cellular,apr,fri,no
47,technician,married,professional.course,unknown,no,no,cellular,apr,fri,no
43,admin.,divorced,university.degree,no,yes,no,cellular,apr,fri,yes
48,blue-collar,married,basic.6y,unknown,no,no,cellular,apr,fri,no
45,admin.,married,high.school,no,no,no,cellular,apr,fri,no
35,blue-collar,married,basic.4y,no,yes,no,cellular,apr,fri,no
36,admin.,single,high.school,no,yes,no,telephone,apr,fri,no
39,admin.,married,university.degree,no,yes,no,cellular,apr,fri,no
36,admin.,divorced,high.school,no,yes,no,cellular,apr,fri,no
50,management,married,basic.9y,no,yes,no,cellular,apr,fri,no
55,admin.,married,basic.4y,no,no,no,cellular,apr,fri,no
55,admin.,married,basic.4y,no,no,yes,cellular,apr,fri,no
33,admin.,single,university.degree,no,yes,no,cellular,apr,fri,no
35,admin.,single,university.degree,no,yes,no,cellular,apr,fri,yes
33,admin.,single,university.degree,no,yes,no,cellular,apr,fri,no
42,blue-collar,married,unknown,no,yes,no,cellular,apr,fri,no
41,services,married,high.school,no,no,no,cellular,apr,fri,no
39,management,married,university.degree,no,no,yes,cellular,apr,fri,no
41,blue-collar,married,basic.9y,unknown,no,no,cellular,apr,fri,no
40,entrepreneur,married,basic.9y,no,no,no,cellular,apr,fri,no
33,admin.,single,university.degree,unknown,no,yes,cellular,apr,fri,yes
37,blue-collar,married,basic.9y,no,yes,yes,cellular,apr,fri,no
55,services,married,high.school,unknown,yes,no,cellular,apr,fri,no
38,technician,married,professional.course,unknown,no,no,cellular,apr,fri,yes
33,blue-collar,married,basic.4y,no,no,no,cellular,apr,fri,no
37,services,married,high.school,no,no,yes,cellular,apr,fri,no
32,blue-collar,married,basic.9y,no,no,no,cellular,apr,fri,no
39,services,married,high.school,unknown,yes,no,cellular,apr,fri,no
53,blue-collar,married,basic.9y,no,no,yes,telephone,apr,fri,no
34,blue-collar,married,basic.9y,no,yes,no,cellular,apr,fri,no
32,blue-collar,married,basic.9y,no,no,no,cellular,apr,fri,no
28,blue-collar,married,basic.9y,unknown,yes,no,telephone,apr,fri,no
31,admin.,single,university.degree,no,no,yes,cellular,apr,fri,no
28,technician,single,university.degree,no,yes,no,cellular,apr,fri,no
41,blue-collar,married,basic.4y,unknown,yes,no,cellular,apr,fri,no
37,admin.,married,high.school,no,yes,yes,cellular,apr,fri,no
37,technician,married,professional.course,no,yes,no,cellular,apr,fri,no
33,technician,married,professional.course,no,yes,no,cellular,apr,fri,no
56,blue-collar,married,basic.4y,no,no,no,cellular,apr,fri,no
30,self-employed,married,university.degree,no,no,yes,cellular,apr,fri,no
45,blue-collar,married,basic.9y,no,no,yes,cellular,apr,fri,no
41,blue-collar,married,professional.course,unknown,no,no,cellular,apr,fri,no
33,technician,married,professional.course,no,no,yes,cellular,apr,fri,yes
26,technician,single,professional.course,no,yes,no,cellular,apr,fri,no
39,services,divorced,basic.6y,no,no,no,cellular,apr,fri,no
40,technician,married,professional.course,no,no,no,cellular,apr,fri,no
41,blue-collar,married,professional.course,unknown,yes,no,cellular,apr,fri,no
41,blue-collar,married,professional.course,unknown,no,no,cellular,apr,fri,no
44,admin.,married,university.degree,no,yes,yes,cellular,apr,fri,no
48,admin.,married,university.degree,no,no,no,cellular,apr,fri,no
50,management,married,university.degree,no,yes,yes,cellular,apr,fri,no
33,admin.,single,high.school,no,yes,no,cellular,apr,fri,no
41,blue-collar,married,basic.9y,no,no,no,cellular,apr,fri,yes
43,management,married,university.degree,unknown,yes,no,telephone,apr,fri,no
45,blue-collar,divorced,basic.9y,no,no,no,cellular,apr,fri,no
27,unemployed,single,basic.9y,no,yes,no,cellular,apr,fri,no
36,self-employed,married,basic.9y,no,no,no,cellular,apr,fri,no
36,admin.,single,professional.course,no,no,no,cellular,apr,fri,no
34,admin.,divorced,university.degree,no,yes,no,cellular,apr,fri,no
54,blue-collar,single,basic.9y,no,yes,no,cellular,apr,fri,no
39,management,married,university.degree,no,unknown,unknown,cellular,apr,fri,no
54,retired,married,basic.4y,no,yes,no,cellular,apr,fri,no
19,student,single,unknown,no,yes,yes,cellular,apr,fri,no
34,management,married,university.degree,no,no,no,cellular,apr,fri,no
39,blue-collar,married,basic.9y,no,no,no,cellular,apr,fri,no
45,blue-collar,married,unknown,no,no,no,cellular,apr,fri,no
39,blue-collar,married,basic.9y,no,yes,no,cellular,apr,fri,no
45,admin.,married,high.school,no,yes,no,cellular,apr,fri,no
31,unemployed,single,basic.9y,no,yes,no,cellular,apr,fri,no
33,blue-collar,single,basic.9y,no,no,no,cellular,apr,fri,no
34,admin.,married,high.school,no,yes,no,cellular,apr,fri,no
34,blue-collar,married,basic.9y,no,yes,no,cellular,apr,fri,no
49,management,married,university.degree,no,yes,yes,cellular,apr,fri,no
40,technician,single,professional.course,no,yes,no,cellular,apr,fri,no
53,admin.,married,basic.6y,no,yes,no,cellular,apr,fri,no
45,blue-collar,married,unknown,no,yes,yes,cellular,apr,fri,no
37,services,married,high.school,no,yes,no,cellular,apr,fri,no
31,admin.,single,high.school,no,no,no,cellular,apr,fri,no
34,entrepreneur,married,university.degree,no,no,yes,cellular,apr,fri,no
39,technician,married,university.degree,no,yes,no,cellular,apr,fri,no
34,blue-collar,married,basic.9y,no,yes,no,cellular,apr,fri,no
55,retired,married,high.school,no,no,no,cellular,apr,fri,no
34,blue-collar,married,basic.9y,no,yes,no,cellular,apr,fri,no
34,entrepreneur,married,university.degree,no,yes,yes,telephone,apr,fri,yes
35,blue-collar,divorced,basic.6y,no,yes,no,cellular,apr,fri,no
35,services,married,high.school,no,yes,no,cellular,apr,fri,no
43,blue-collar,married,basic.6y,no,yes,no,cellular,apr,fri,no
41,blue-collar,married,basic.4y,unknown,yes,no,cellular,apr,fri,no
35,services,married,high.school,no,no,no,cellular,apr,fri,no
35,services,divorced,high.school,no,yes,yes,cellular,apr,fri,no
45,blue-collar,married,basic.9y,no,yes,no,cellular,apr,fri,no
58,unemployed,married,basic.9y,unknown,no,no,cellular,apr,fri,no
45,services,single,unknown,no,no,no,cellular,apr,fri,yes
39,blue-collar,married,unknown,no,no,no,cellular,apr,fri,no
22,admin.,married,high.school,no,yes,yes,cellular,apr,fri,no
41,admin.,single,professional.course,no,yes,yes,cellular,apr,fri,no
32,self-employed,married,basic.6y,no,no,no,cellular,apr,fri,no
37,technician,married,professional.course,no,no,no,cellular,apr,fri,no
32,blue-collar,single,high.school,no,yes,no,cellular,apr,fri,yes
38,technician,single,university.degree,no,no,no,cellular,apr,fri,no
41,blue-collar,married,unknown,unknown,no,no,cellular,apr,fri,no
43,blue-collar,married,basic.6y,unknown,yes,no,cellular,apr,fri,no
45,blue-collar,married,basic.9y,no,unknown,unknown,cellular,apr,fri,no
27,admin.,single,university.degree,no,yes,no,cellular,apr,fri,no
42,admin.,divorced,university.degree,no,yes,no,cellular,apr,fri,no
39,admin.,married,university.degree,no,unknown,unknown,cellular,apr,fri,no
38,unemployed,divorced,high.school,no,yes,yes,cellular,apr,fri,yes
30,technician,single,professional.course,no,yes,no,cellular,apr,fri,no
36,admin.,single,high.school,no,yes,no,cellular,apr,fri,no
37,management,divorced,professional.course,no,yes,no,cellular,apr,fri,no
37,admin.,married,high.school,no,no,yes,cellular,apr,fri,no
42,services,married,high.school,no,yes,yes,telephone,apr,fri,no
40,self-employed,married,university.degree,no,no,no,cellular,apr,fri,no
36,admin.,single,high.school,no,yes,no,cellular,apr,fri,no
41,blue-collar,married,basic.4y,unknown,no,no,cellular,apr,fri,no
45,services,single,unknown,no,no,no,cellular,apr,fri,no
36,blue-collar,married,unknown,no,no,no,cellular,apr,fri,no
33,management,married,basic.9y,no,no,no,cellular,apr,fri,no
42,admin.,married,unknown,no,no,no,cellular,apr,fri,no
31,services,single,high.school,no,no,no,cellular,apr,fri,no
42,blue-collar,single,unknown,no,yes,no,cellular,apr,fri,no
35,admin.,married,university.degree,no,no,no,cellular,apr,fri,no
35,blue-collar,married,basic.9y,no,no,no,cellular,apr,fri,no
39,admin.,single,high.school,no,no,no,cellular,apr,fri,no
37,admin.,married,high.school,no,yes,no,cellular,apr,fri,no
41,unemployed,married,basic.9y,unknown,no,no,cellular,apr,fri,no
56,blue-collar,unknown,basic.4y,no,no,no,cellular,apr,fri,no
29,blue-collar,single,basic.9y,unknown,no,no,cellular,apr,fri,no
38,admin.,married,university.degree,no,yes,no,cellular,apr,fri,yes
44,entrepreneur,married,university.degree,no,yes,no,cellular,apr,fri,no
40,admin.,married,high.school,no,yes,no,cellular,apr,fri,no
36,blue-collar,married,basic.6y,no,yes,yes,cellular,apr,fri,no
30,services,single,high.school,unknown,yes,no,telephone,apr,fri,no
32,management,single,university.degree,unknown,yes,yes,cellular,apr,fri,no
41,admin.,married,university.degree,no,no,no,cellular,apr,fri,yes
33,admin.,single,university.degree,no,no,no,cellular,apr,fri,no
27,admin.,single,high.school,no,yes,no,cellular,apr,fri,yes
45,blue-collar,married,basic.9y,no,no,no,cellular,apr,fri,no
42,blue-collar,married,basic.6y,no,yes,no,cellular,apr,fri,no
39,technician,married,basic.6y,no,no,yes,cellular,apr,fri,no
34,blue-collar,married,professional.course,no,no,no,cellular,apr,fri,no
41,technician,married,professional.course,no,no,no,cellular,apr,fri,no
37,technician,divorced,high.school,no,no,no,cellular,apr,fri,no
29,student,single,professional.course,no,yes,no,cellular,apr,fri,no
22,admin.,single,university.degree,no,no,no,cellular,apr,fri,yes
41,blue-collar,married,basic.6y,no,no,no,cellular,apr,fri,no
51,housemaid,divorced,high.school,unknown,no,no,cellular,apr,fri,no
44,management,married,professional.course,no,no,no,cellular,apr,fri,no
34,housemaid,divorced,university.degree,no,unknown,unknown,cellular,apr,fri,no
41,admin.,divorced,high.school,no,yes,no,cellular,apr,fri,no
41,blue-collar,married,basic.4y,unknown,yes,no,cellular,apr,fri,no
71,retired,single,unknown,no,yes,no,cellular,apr,fri,yes
47,admin.,married,university.degree,unknown,yes,yes,cellular,apr,fri,no
50,technician,married,professional.course,no,no,no,cellular,apr,fri,no
34,technician,married,university.degree,no,no,no,cellular,apr,fri,yes
28,admin.,single,university.degree,no,no,no,cellular,apr,fri,no
36,admin.,divorced,high.school,no,no,no,cellular,apr,fri,no
44,admin.,single,university.degree,no,yes,no,cellular,apr,fri,no
34,blue-collar,married,professional.course,no,no,no,cellular,apr,fri,no
44,admin.,single,university.degree,no,no,no,cellular,apr,fri,no
43,blue-collar,married,basic.9y,no,no,yes,cellular,apr,fri,no
48,admin.,married,basic.4y,no,yes,no,cellular,apr,fri,no
41,blue-collar,married,basic.4y,unknown,yes,no,cellular,apr,fri,no
25,student,married,university.degree,no,no,yes,cellular,apr,fri,no
33,technician,single,high.school,no,no,no,cellular,apr,fri,no
53,admin.,married,university.degree,no,yes,no,cellular,apr,fri,no
45,housemaid,married,university.degree,no,yes,no,telephone,apr,fri,no
49,services,divorced,high.school,no,no,no,cellular,apr,fri,no
36,technician,married,professional.course,no,yes,no,cellular,apr,fri,no
33,self-employed,single,university.degree,no,yes,no,cellular,apr,fri,no
47,management,married,professional.course,no,yes,no,cellular,apr,fri,no
30,technician,single,professional.course,no,no,no,cellular,apr,fri,no
29,services,single,high.school,no,no,no,cellular,apr,fri,no
31,admin.,married,high.school,no,yes,no,cellular,apr,fri,no
59,admin.,divorced,university.degree,no,yes,no,cellular,apr,fri,no
33,admin.,single,high.school,no,no,no,cellular,apr,fri,no
38,services,married,high.school,no,no,no,cellular,apr,fri,no
34,unemployed,married,basic.9y,unknown,yes,no,cellular,apr,fri,no
48,unemployed,married,high.school,no,yes,no,cellular,apr,fri,no
47,technician,divorced,university.degree,no,no,yes,cellular,apr,fri,no
38,technician,married,professional.course,unknown,no,no,cellular,apr,fri,no
29,student,single,unknown,no,yes,no,cellular,apr,fri,yes
34,blue-collar,married,basic.9y,no,yes,no,cellular,apr,fri,no
36,admin.,single,high.school,no,yes,no,cellular,apr,fri,no
33,blue-collar,married,basic.4y,no,no,yes,cellular,apr,fri,no
36,blue-collar,married,basic.9y,unknown,no,no,telephone,apr,fri,no
31,admin.,married,high.school,no,no,no,cellular,apr,fri,no
36,technician,married,professional.course,unknown,no,no,cellular,apr,fri,no
28,technician,single,university.degree,no,no,no,cellular,apr,fri,no
75,housemaid,divorced,basic.4y,no,no,no,cellular,apr,fri,no
37,technician,married,professional.course,no,no,no,cellular,apr,fri,no
34,entrepreneur,married,university.degree,no,yes,no,cellular,apr,fri,yes
30,services,single,professional.course,no,yes,no,cellular,apr,fri,no
47,technician,single,university.degree,no,no,no,cellular,apr,fri,no
37,admin.,married,high.school,no,yes,no,cellular,apr,fri,no
36,admin.,divorced,high.school,no,yes,no,cellular,apr,fri,no
36,entrepreneur,married,basic.9y,no,yes,no,cellular,apr,fri,no
43,blue-collar,married,basic.6y,no,yes,no,cellular,apr,fri,no
28,services,married,high.school,no,no,no,cellular,apr,fri,no
57,retired,married,basic.6y,unknown,no,no,cellular,apr,fri,no
51,blue-collar,married,basic.9y,unknown,no,no,cellular,apr,fri,no
40,blue-collar,single,basic.6y,unknown,no,yes,cellular,apr,fri,no
49,technician,married,unknown,no,no,no,cellular,apr,fri,yes
33,admin.,married,high.school,unknown,no,no,cellular,apr,fri,no
37,services,married,high.school,no,no,no,cellular,apr,fri,no
48,services,single,high.school,no,no,no,cellular,apr,fri,no
26,technician,single,professional.course,no,yes,no,cellular,apr,fri,yes
60,admin.,married,university.degree,no,no,no,cellular,apr,fri,no
37,entrepreneur,married,basic.4y,no,yes,no,cellular,apr,fri,no
39,blue-collar,married,basic.4y,no,yes,no,cellular,apr,fri,no
55,management,married,university.degree,no,yes,no,cellular,apr,fri,yes
44,services,single,high.school,no,no,no,cellular,apr,fri,no
40,housemaid,married,basic.6y,unknown,unknown,unknown,cellular,apr,fri,yes
49,admin.,divorced,high.school,no,unknown,unknown,cellular,apr,fri,no
40,blue-collar,single,basic.6y,unknown,yes,no,cellular,apr,fri,no
39,services,married,high.school,no,no,no,cellular,apr,fri,no
39,management,single,university.degree,no,no,no,cellular,apr,fri,no
31,entrepreneur,married,university.degree,unknown,yes,no,cellular,apr,fri,no
55,management,married,university.degree,no,no,no,cellular,apr,fri,no
42,admin.,single,high.school,no,no,no,cellular,apr,fri,no
24,services,single,high.school,no,no,yes,cellular,apr,fri,no
47,admin.,married,basic.9y,no,yes,yes,cellular,apr,fri,no
49,admin.,single,basic.6y,no,yes,yes,cellular,apr,fri,no
37,services,married,high.school,no,yes,yes,cellular,apr,fri,no
32,services,married,high.school,no,no,yes,cellular,apr,fri,no
31,blue-collar,married,basic.9y,no,yes,no,cellular,apr,fri,no
36,blue-collar,married,basic.9y,no,yes,no,cellular,apr,fri,no
37,management,divorced,high.school,no,yes,no,cellular,apr,fri,no
41,admin.,married,high.school,no,no,yes,cellular,apr,fri,no
30,student,single,professional.course,no,no,yes,cellular,apr,fri,no
45,blue-collar,married,unknown,no,yes,no,cellular,apr,fri,no
38,technician,married,basic.4y,no,no,yes,cellular,apr,fri,no
35,admin.,single,high.school,no,no,no,cellular,apr,fri,no
37,technician,divorced,high.school,no,no,yes,telephone,apr,fri,no
55,admin.,divorced,high.school,no,unknown,unknown,cellular,apr,fri,no
33,admin.,single,university.degree,no,no,no,cellular,apr,fri,no
35,blue-collar,married,basic.6y,no,no,yes,cellular,apr,fri,no
38,admin.,single,high.school,no,yes,no,cellular,apr,fri,no
37,blue-collar,married,basic.9y,no,no,yes,cellular,apr,fri,no
41,admin.,single,unknown,unknown,yes,no,cellular,apr,fri,no
35,admin.,single,university.degree,no,yes,no,cellular,apr,fri,no
38,blue-collar,married,basic.9y,unknown,no,yes,cellular,apr,fri,no
37,blue-collar,divorced,basic.4y,no,no,no,cellular,apr,fri,no
46,entrepreneur,married,professional.course,no,no,yes,cellular,apr,fri,no
42,services,married,high.school,no,no,no,cellular,apr,fri,no
36,blue-collar,married,basic.9y,no,yes,no,cellular,apr,fri,no
46,blue-collar,single,basic.4y,no,unknown,unknown,cellular,apr,fri,no
40,services,divorced,high.school,no,yes,no,telephone,apr,fri,no
36,admin.,single,high.school,no,yes,no,cellular,apr,fri,no
29,entrepreneur,single,university.degree,no,yes,no,cellular,apr,fri,no
55,retired,married,high.school,unknown,yes,no,cellular,apr,fri,no
43,blue-collar,married,basic.6y,unknown,no,no,cellular,apr,fri,no
34,blue-collar,divorced,basic.4y,no,no,no,cellular,apr,fri,no
34,management,divorced,professional.course,no,yes,no,cellular,apr,fri,no
33,technician,married,professional.course,unknown,yes,no,cellular,apr,fri,no
45,services,single,unknown,no,yes,no,cellular,apr,fri,yes
40,blue-collar,married,basic.4y,no,yes,no,cellular,apr,fri,no
32,blue-collar,single,high.school,no,no,no,cellular,apr,fri,no
46,entrepreneur,married,professional.course,no,yes,yes,cellular,apr,fri,no
40,blue-collar,married,basic.6y,no,no,no,cellular,apr,fri,no
40,admin.,married,university.degree,no,yes,no,cellular,apr,fri,no
29,entrepreneur,single,university.degree,no,no,no,cellular,apr,fri,no
36,services,married,high.school,no,no,no,cellular,apr,fri,no
27,unemployed,single,basic.9y,no,no,no,cellular,apr,fri,no
40,services,married,high.school,no,no,no,cellular,apr,fri,no
29,admin.,single,university.degree,no,no,no,telephone,apr,fri,no
42,blue-collar,single,unknown,no,no,no,cellular,apr,fri,no
53,blue-collar,married,basic.4y,no,yes,no,cellular,apr,fri,no
46,management,married,university.degree,unknown,no,no,cellular,apr,fri,no
33,services,single,high.school,no,yes,no,cellular,apr,fri,no
43,blue-collar,married,basic.6y,unknown,no,no,cellular,apr,fri,no
28,admin.,single,university.degree,no,no,no,telephone,apr,fri,yes
45,admin.,married,high.school,no,yes,yes,cellular,apr,fri,yes
22,student,single,high.school,no,yes,no,cellular,apr,fri,no
38,technician,divorced,high.school,no,no,no,telephone,apr,fri,yes
26,technician,single,professional.course,no,yes,no,telephone,apr,fri,no
34,admin.,divorced,high.school,no,yes,yes,cellular,apr,fri,no
35,blue-collar,married,professional.course,no,no,no,cellular,apr,fri,no
39,management,single,university.degree,no,yes,no,cellular,apr,fri,yes
40,admin.,single,high.school,no,yes,no,cellular,apr,fri,no
37,blue-collar,single,basic.6y,no,yes,no,cellular,apr,fri,no
41,blue-collar,married,unknown,unknown,yes,no,cellular,apr,fri,no
29,admin.,divorced,basic.9y,no,yes,no,cellular,apr,fri,no
36,admin.,single,high.school,no,yes,no,cellular,apr,fri,no
39,management,married,university.degree,no,no,yes,cellular,apr,fri,no
42,services,divorced,unknown,no,no,no,cellular,apr,fri,no
22,admin.,married,high.school,no,no,yes,cellular,apr,fri,no
35,blue-collar,married,basic.6y,no,no,no,cellular,apr,fri,no
44,blue-collar,single,basic.9y,unknown,yes,no,cellular,apr,fri,no
39,management,single,university.degree,no,no,no,cellular,apr,fri,no
45,blue-collar,married,unknown,no,no,no,cellular,apr,fri,no
38,management,divorced,university.degree,no,no,yes,cellular,apr,fri,no
34,technician,married,professional.course,no,yes,no,cellular,apr,fri,no
36,technician,married,professional.course,no,no,yes,cellular,apr,fri,no
36,admin.,single,high.school,no,no,no,cellular,apr,fri,no
42,services,single,high.school,no,no,no,cellular,apr,fri,no
48,admin.,divorced,high.school,no,no,yes,cellular,apr,fri,yes
60,retired,married,basic.4y,unknown,yes,no,cellular,apr,fri,yes
41,blue-collar,married,basic.9y,unknown,yes,no,cellular,apr,fri,no
40,self-employed,married,university.degree,no,no,no,cellular,apr,fri,no
31,student,single,high.school,no,yes,no,cellular,apr,fri,no
41,blue-collar,married,basic.4y,no,no,no,cellular,apr,fri,no
40,entrepreneur,married,basic.9y,no,yes,no,cellular,apr,fri,no
33,admin.,divorced,high.school,no,no,no,telephone,apr,fri,no
49,technician,married,unknown,no,no,no,cellular,apr,fri,no
50,management,married,basic.6y,no,no,no,cellular,apr,fri,no
36,blue-collar,married,basic.6y,no,no,no,cellular,apr,fri,no
34,technician,divorced,professional.course,no,yes,yes,cellular,apr,fri,no
43,blue-collar,married,basic.6y,no,no,no,cellular,apr,fri,no
29,admin.,divorced,university.degree,no,yes,no,cellular,apr,fri,no
45,services,single,unknown,no,no,no,telephone,apr,fri,yes
35,blue-collar,married,professional.course,no,yes,yes,telephone,apr,fri,no
36,services,married,high.school,no,no,no,cellular,apr,fri,no
39,admin.,married,university.degree,no,no,yes,cellular,apr,fri,no
41,blue-collar,married,basic.4y,unknown,yes,no,cellular,apr,fri,no
39,admin.,married,high.school,no,yes,no,cellular,apr,fri,no
33,blue-collar,married,high.school,no,yes,no,cellular,apr,mon,no
37,blue-collar,married,high.school,no,yes,no,cellular,apr,mon,no
33,technician,single,professional.course,no,no,no,cellular,apr,mon,no
45,housemaid,married,basic.4y,no,yes,no,cellular,apr,mon,yes
34,admin.,married,basic.9y,no,yes,no,cellular,apr,mon,no
37,services,married,high.school,no,yes,yes,cellular,apr,mon,no
38,services,married,high.school,no,no,no,cellular,apr,mon,no
32,admin.,married,high.school,no,no,no,cellular,apr,mon,no
58,technician,married,professional.course,unknown,yes,no,cellular,apr,mon,no
34,self-employed,single,university.degree,no,yes,yes,cellular,apr,mon,no
36,technician,single,professional.course,unknown,yes,no,cellular,apr,mon,no
19,student,single,unknown,no,yes,yes,cellular,apr,mon,yes
46,entrepreneur,married,basic.4y,unknown,yes,no,cellular,apr,mon,no
60,retired,married,basic.6y,no,yes,yes,telephone,apr,mon,no
32,technician,married,professional.course,no,no,no,cellular,apr,mon,no
38,blue-collar,married,basic.4y,no,no,yes,cellular,apr,mon,no
45,services,married,high.school,unknown,yes,no,cellular,apr,mon,no
19,student,single,unknown,no,yes,no,cellular,apr,mon,yes
40,services,single,high.school,no,no,no,cellular,apr,mon,yes
31,management,married,university.degree,unknown,no,no,cellular,apr,mon,no
28,entrepreneur,married,university.degree,unknown,no,no,cellular,apr,mon,no
43,services,married,high.school,no,no,no,cellular,apr,mon,no
25,self-employed,divorced,university.degree,no,yes,no,telephone,apr,mon,no
40,technician,single,professional.course,no,yes,no,cellular,apr,mon,no
51,blue-collar,married,basic.9y,unknown,no,no,cellular,apr,mon,no
68,retired,married,high.school,no,no,yes,cellular,apr,mon,no
49,entrepreneur,married,basic.4y,no,no,no,cellular,apr,mon,no
42,blue-collar,married,high.school,no,yes,no,cellular,apr,mon,no
47,blue-collar,married,basic.4y,no,yes,no,cellular,apr,mon,no
40,blue-collar,married,basic.6y,unknown,yes,no,cellular,apr,mon,no
35,technician,married,university.degree,no,no,no,cellular,apr,mon,no
48,services,single,high.school,no,yes,no,cellular,apr,mon,yes
47,blue-collar,married,basic.9y,no,yes,yes,cellular,apr,mon,no
32,technician,divorced,basic.9y,no,no,no,cellular,apr,mon,no
30,student,single,university.degree,no,yes,yes,telephone,apr,mon,no
45,services,married,high.school,unknown,yes,no,cellular,apr,mon,no
32,services,married,high.school,no,yes,no,cellular,apr,mon,no
36,admin.,married,university.degree,no,yes,no,cellular,apr,mon,no
49,management,married,university.degree,no,no,no,cellular,apr,mon,no
36,management,single,high.school,no,no,no,cellular,apr,mon,no
37,blue-collar,divorced,basic.9y,no,yes,yes,cellular,apr,mon,no
46,entrepreneur,single,university.degree,no,yes,yes,cellular,apr,mon,no
48,services,married,high.school,no,no,no,cellular,apr,mon,yes
45,blue-collar,married,basic.4y,no,yes,no,telephone,apr,mon,no
36,blue-collar,divorced,basic.6y,no,yes,no,cellular,apr,mon,no
42,admin.,divorced,high.school,no,no,no,cellular,apr,mon,no
52,retired,married,high.school,no,yes,no,cellular,apr,mon,no
40,blue-collar,married,basic.6y,no,yes,no,cellular,apr,mon,no
33,blue-collar,single,basic.4y,no,no,no,cellular,apr,mon,no
36,unemployed,single,professional.course,unknown,yes,no,cellular,apr,mon,no
24,technician,single,high.school,no,yes,no,cellular,apr,mon,no
32,management,single,university.degree,no,yes,no,cellular,apr,mon,no
36,blue-collar,single,professional.course,unknown,yes,yes,telephone,apr,mon,no
34,services,single,basic.6y,no,yes,no,cellular,apr,mon,no
38,technician,married,professional.course,no,yes,no,cellular,apr,mon,no
37,blue-collar,married,basic.9y,no,yes,no,cellular,apr,mon,no
42,admin.,married,basic.9y,no,no,no,telephone,apr,mon,no
30,admin.,married,high.school,no,no,no,cellular,apr,mon,no
56,blue-collar,married,basic.6y,no,yes,yes,cellular,apr,mon,no
39,blue-collar,married,basic.4y,no,yes,no,cellular,apr,mon,no
40,blue-collar,married,basic.6y,no,no,no,cellular,apr,mon,no
25,self-employed,divorced,university.degree,no,yes,no,cellular,apr,mon,yes
59,self-employed,married,professional.course,no,yes,no,cellular,apr,mon,yes
29,technician,single,university.degree,no,no,no,cellular,apr,mon,no
35,blue-collar,married,basic.9y,no,no,no,cellular,apr,mon,no
39,entrepreneur,married,university.degree,unknown,yes,no,cellular,apr,mon,no
53,blue-collar,married,high.school,unknown,yes,yes,cellular,apr,mon,no
38,technician,single,professional.course,no,no,no,cellular,apr,mon,no
46,entrepreneur,single,university.degree,no,no,no,cellular,apr,mon,no
47,technician,married,high.school,unknown,no,no,cellular,apr,mon,no
29,services,single,high.school,no,no,no,cellular,apr,mon,no
53,blue-collar,married,high.school,unknown,no,no,cellular,apr,mon,no
59,self-employed,married,professional.course,no,unknown,unknown,cellular,apr,mon,no
35,admin.,divorced,high.school,no,unknown,unknown,cellular,apr,mon,no
41,blue-collar,married,high.school,no,no,no,cellular,apr,mon,no
40,blue-collar,married,basic.4y,no,no,no,cellular,apr,mon,yes
42,blue-collar,single,unknown,unknown,no,no,cellular,apr,mon,no
35,blue-collar,married,high.school,unknown,no,no,cellular,apr,mon,no
38,admin.,married,high.school,unknown,no,no,telephone,apr,mon,no
26,admin.,married,high.school,no,yes,no,cellular,apr,mon,no
42,services,married,high.school,no,yes,yes,cellular,apr,mon,no
35,technician,married,university.degree,no,yes,no,cellular,apr,mon,no
44,blue-collar,married,basic.9y,unknown,yes,no,cellular,apr,mon,no
31,blue-collar,married,basic.9y,no,yes,no,cellular,apr,mon,no
34,blue-collar,married,basic.9y,no,no,yes,cellular,apr,mon,no
31,blue-collar,single,basic.9y,no,yes,yes,cellular,apr,mon,no
43,technician,divorced,professional.course,unknown,no,no,cellular,apr,mon,no
43,services,married,high.school,no,no,no,cellular,apr,mon,no
51,blue-collar,married,basic.9y,unknown,yes,no,cellular,apr,mon,no
39,admin.,single,high.school,no,no,no,cellular,apr,mon,no
31,blue-collar,single,basic.9y,no,no,no,cellular,apr,mon,no
41,admin.,single,university.degree,no,yes,no,cellular,apr,mon,no
29,admin.,married,university.degree,no,yes,yes,cellular,apr,mon,no
31,admin.,single,university.degree,no,yes,no,cellular,apr,mon,no
44,blue-collar,married,basic.6y,no,no,no,cellular,apr,mon,no
29,self-employed,single,university.degree,no,yes,no,cellular,apr,mon,no
30,student,single,high.school,no,yes,no,cellular,apr,mon,no
46,entrepreneur,married,unknown,no,yes,no,cellular,apr,mon,no
37,blue-collar,single,professional.course,no,yes,no,cellular,apr,mon,no
53,admin.,married,professional.course,no,yes,no,cellular,apr,mon,no
48,services,divorced,high.school,no,yes,yes,cellular,apr,mon,no
48,services,divorced,high.school,no,yes,no,cellular,apr,mon,no
34,technician,married,professional.course,no,yes,no,cellular,apr,mon,no
48,services,divorced,high.school,no,yes,no,cellular,apr,mon,no
38,admin.,single,university.degree,no,yes,no,cellular,apr,mon,no
38,admin.,single,university.degree,no,yes,no,cellular,apr,mon,no
44,blue-collar,married,basic.6y,no,yes,yes,cellular,apr,mon,no
34,admin.,single,university.degree,no,yes,no,cellular,apr,mon,no
